,Central Banks,Month &,Year,Status,Timeline Description,Name of the CBDC,Type,Structure,Technology Provider,Programmability,Interoperability,Governance structure,Centralized / decentralized,DLT / non-DLT,Technology,Main motivation/goals of the CBDC,Remuneration,International access,Caps/Limits,CBDC emission amount,Offline payments,Anonymity/Privacy,Distribution,Link to announcement,Link to whitepaper,Link to site of project,Links to social networks,Description,Announcement Year,Keywords
Morocco,Bank-Al-Maghrib,February,2021,Research,Morocco's central bank Bank-Al-Maghrib (BAM) has announced is investigating the benefits of launching a central bank digital currency (CBDCs). BAM has launched an exploratory committee to investigate the pros and cons of a CBDC four years after banning cryptocurrencies.,,Retail,,,,,,,,,BAM's new committee will seek to identify and analyse the advantages and drawbacks of CDBCs for the Moroccan economy.,,,,,,,,https://thepaypers.com/cryptocurrencies/moroccos-central-bank-to-investigate-the-use-of-cbdc--1247336,,,,Morocco's central bank Bank-Al-Maghrib (BAM) has announced is investigating the benefits of launching a central bank digital currency (CBDCs,2021,
Morocco,Bank-Al-Maghrib,July,2018,Cancelled,,,Retail,,,,,,,,,,,,,,,,,https://www.coindesk.com/morocco-regulators-warn-of-penalties-for-cryptocurrency-use,,,,Morocco's foreign exchange authority has stated that the use of cryptocurrencies/digital currencies within the country can lead to penalties under existing rules.,2018,
Namibia,Bank of Namibia,Decemeber,2022,Research,"The Bank of Namibia (BoN) published a consultation paper on central bank digital currency (CBDC). It notes that its degrees of freedom is likely to be influenced by Namibia’s Common Monetary Area (CMA) membership, with the South African Rand co-circulating alongside the Namibia Dollar as legal tender in Namibia. The options open to Rand holders are likely to also impact the options that the BoN would give Namibia Dollar holders. Hence, the CBDC direction taken by South African Reserve Bank is likely to have an impact on the BoN’s decisions in this regard. Consultations and collaborations between the CMA member countries are being held to push for and develop as far as possible, a common view and approach on CBDCs that will serve all the CMA countries optimally.",,Retail,,,,,,,,,,,,,,,,,https://www.bon.com.na/CMSTemplates/Bon/Files/bon.com.na/2d/2dce8be2-b81b-4350-b75e-10e659cf90bd.pdf,,,,,2022,
Namibia,Bank of Namibia,October,2022,Research,"The Bank of Namibia is exploring issuing a Namibia Dollar central bank digital currency (CBDC), and will reportedly soon publish a public consultation paper on the topic. The main motivation would be to ""ensure that individuals operating in an increasingly digitalized economy continue to have access to central bank money"".",,Retail,,,,,,,,,The central bank’s strategic direction and the rapid digitisation of the financial system have prompted it to think critically about a potential Namibia Dollar CBDC in the digital payment landscape of the future.,,,,,,,,https://techcabal.com/2022/10/12/namibia-cbdc/,https://www.bon.com.na/CMSTemplates/Bon/Files/bon.com.na/8e/8e528962-ae61-4786-b43a-d808d2bf452d.pdf,,,,2022,
Namibia,Bank of Namibia,December ,2021,Research,"According to its 2022-24 Strategic Plan, the Bank of Namibia will be assessing the viability of central bank digital currency (CBDC). This is part of the central bank's plan to automate, modernize and facilitate efficiency utilizing technology. The Bank will also set up an innovation hub to provide a conducive environment for the incubation of new fintech concepts without stifling start-ups and innovators, but doing so in a regulatorily responsible manner.",,Retail,,,,,,,,,,,,,,,,,https://blogspot.us6.list-manage.com/track/click?u=cfe2ac32efb5f452a3ca0d15a&id=4d147edb52&e=776219ca0f,,,,"According to its 2022-24 Strategic Plan, the Bank of Namibia will be assessing the viability of central bank digital currency (CBDC). This is part of the central bank's plan to automate, modernize and facilitate efficiency utilizing technology. The Bank will also set up an innovation hub to provide a conducive environment for the incubation of new fintech concepts without stifling start-ups and innovators, but doing so in a regulatorily responsible manner.",2021,
Nepal,The Nepal Rastra Bank,October,2022,Research,"Nepal Rastra Bank (NRB) published a concept report on central bank digital currency (CBDC) for public consultation. The report recommends that the NRB move forward in with CBDC issuance plans, with design focusing on four policy goals; improving access to payments, enhancing payment system resilience, reducing currency management costs, and promoting financial inclusion. It suggests that a retail, intermediated, semi-centralized infrastructure-based CBDC that is interoperable with other domestic payment systems, is most suitable for Nepal. Also, it should be unremunerated, available 24/7 hours, quantity restrictive, and programmable for broader usage options. The next steps is to set up a cross-functional dedicated team, to carry out the exhaustive and rigorous next steps.",,Retail,,,,,,,,,"The motivations are to find a better way to meet the wide variety of policy goals taken by central banks such as financial inclusion, optimal payment system, and cost-efficient currency management, among others.",,,,,,,,https://www.nrb.org.np/contents/uploads/2022/10/CBDC-for-Nepal.pdf,,,,,2022,
Nepal,The Nepal Rastra Bank,February,2022,Research,"The Nepal Rastra Bank (NRB) set up a task force to study the feasibility of introducing of issuing central bank digital currency (CBDC). Revati Prasad Nepal, executive director at the central bank's currency management department reportedly said that the task force is expected to deliver its concept note within the next two weeks, and that he expects it would take at least two-to-three years before a CBDC might be issued. The NRB has also formed a steering committee headed by deputy governor Bam Bahadur Mishra to make recommendations regarding the CBDC after discussing the concept note.",,Retail,,,,,,,DLT,,To understand the usage and feasibility of digital currency.,,,,,,,,https://www.phnompenhpost.com/business/nepal-initiates-study-digital-currency,https://www.nrb.org.np/contents/uploads/2021/10/Monetary-Policy-2021-22.pdf,,,Nepal initiated study on central bank digital currency,2022,
New Zealand,Reserve Bank of New Zealand,February,2022,Proof of concept,"The Reserve Bank of New Zealand (RBNZ) intends to commence CBDC proof-of-concept design work, based on public feedback received during a recent consultation. The PoC will explore requirements for an end-to-end general prupose CBDC and test specfic deisgn choices. The high-level design principles are the same as those published in the 2021 CBDC Issues paper. This includes providing a platform for economic and financial innovation, including competition in the payments and settlement sector, and financial inclusion. Also, the RBNZ intends to explore whether a CBDC can be designed so that privacy can exist alongside design features that make it hard to be used for nefarious or illegal purposes.",,Retail,,,,,,,,,,,,,,,,,https://www.rbnz.govt.nz/news/2022/02/innovation-key-to-the-future-of-money-and-cash,,,,,2022,
New Zealand,Reserve Bank of New Zealand,July,2021,Research,"The Reserve Bank of New Zealand is investigating the potential for a Central Bank Digital Currency (CBDC) to work alongside cash as government-backed money. It is motivated by the need to ensure cetnral bank money continues to play a value anchor role (in an environment of declining use of cash and new electronic money forms including crypto assets). It also seeks to innvoate central bank money and drive wider innovation in New Zealand's money and payments. The CBDC work programme is a multi-stage and multi-year effort, and no specific design decisions have yet been made. It comprises desk-based research, policy development, and practical experimentation.",,Retail,,,,,,,,,The motivation for a Central Bank Digital Currency is to help address some of the downsides of reducing physical cash use.,,,,,,,,https://www.rbnz.govt.nz/news/2021/07/reserve-bank-confirms-consultations-key-to-the-future-of-how-new-zealanders-pay-and-save,https://www.rbnz.govt.nz/-/media/ReserveBank/Files/Publications/Policy-development/Banks/Future-of-Money/Stewardship-issues-paper.pdf?revision=f65bcfa3-01f2-40db-82e6-fe36685f5880&la=en,,,Reserve Bank of New Zealand has assured subsequent papers will look at the potential for a Central Bank Digital Currency (CBDC) ,2021,
New Zealand,Reserve Bank of New Zealand,October,2020,Cancelled,,,Retail,,,,,,,,,,,,,,,,,https://cointelegraph.com/news/new-zealand-has-no-imminent-plans-to-issue-cbdc-says-central-bank-exec,,,,"Financial authorities in New Zealand are in no hurry to issue a central bank digital currency, or CBDC, according to a central bank executive.",2020,
Nigeria,Central Bank of Nigeria,September,2022,Pilot,"The Nigerian Central Bank (CBN) has declared the eNaira to be completely implemented into the Nigeria Inter-Bank Settlement System (NIBSS) Customers can now transfer money from their eNaira wallet to any Nigerian bank account of their choice thanks to the integration with NIBBS Instant Payments (NIP), the country’s main payment system. NIP is a virtual real-time Inter-Bank payment method based on account numbers. ",e-Naira,Retail,,Bitt Inc.,DLT,Hyperledger Fabric,,,DLT,Hyperledger Fabric,,,,,,,,,"https://blockbuild.africa/central-bank-nigeria-enairas-integration-nibss/
https://twitter.com/cenbank/status/1564226139761131523",,,,,2022,
Nigeria,Central Bank of Nigeria,August,2022,Pilot,"The Central Bank of Nigeria Governor, Godwin Emefiele, has said that Nigerians will be able to transact on eNaira central bank digital currency (CBDC) wallets through the Unstructured Supplementary Service Data (USSD) code on mobile phones. Nigerians will only have to dial *997# from their phones to carry out transactions on their phones. The Governor also reported that the eNaira has been used to carry out transactions worth 4 billion naira ($9.3 million) since it was introduced last October, and there are now about 270,000 active wallets. 
Nigeria’s central bank believes its digital currency, the eNaira, has scored wins in the ten months since it was launched last October. The app has been downloaded 840,000 times, nearly a third of those converting to active wallets. But, the news should be taken with a healthy dose of skepticism as at an average of 1.35 transactions per active wallet, the eNaira has not convinced its users to do a lot with it. At N22,000 ($52), the currency’s average transaction value is way behind the regular naira: in 2021, Nigeria’s financial sector processed electronic payments at an average of N720,000 ($1,700) per transaction.",e-Naira,Retail,,Bitt Inc.,DLT,Hyperledger Fabric,,,DLT,Hyperledger Fabric,,,,,,,,,"https://punchng.com/nigerians-to-access-enaira-through-ussd-cbn/ 
https://www.coindesk.com/policy/2022/08/19/nigerias-cbdc-enaira-used-for-nearly-10m-worth-of-transactions-since-october/ 
https://qz.com/africa-s-first-central-bank-e-currency-is-yet-to-have-r-1849440280",,,,Nigerians will be able to transact on eNaira central bank digital currency (CBDC) wallets through the Unstructured Supplementary Service Data (USSD) code on mobile phones.,2022,
